,baseline,advanced
503,1,2
504,0,0
505,1,1
506,1,0
507,1,0
508,1,1
509,2,2
510,2,2
511,1,1
512,1,2
513,2,1
514,2,2
515,0,1
516,1,2
517,1,1
518,1,0
519,0,2
520,0,0
521,0,0
522,0,0
523,0,0
524,0,0
525,0,1
526,0,2
527,0,0
528,1,0
529,2,2
530,1,0
531,0,1
532,0,0
533,0,1
534,2,1
535,2,2
536,1,2
537,2,2
538,1,2
539,0,0
540,2,2
541,2,2
542,0,1
543,1,2
544,0,0
545,2,1
546,2,2
547,1,0
548,0,1
549,0,0
550,0,1
551,1,0
552,2,2
553,0,2
554,2,1
555,2,2
556,0,0
557,0,0
558,2,2
559,0,2
560,2,2
561,0,0
562,2,1
563,2,1
564,0,0
565,2,1
566,2,1
567,0,2
568,1,1
569,0,0
570,0,1
571,1,2
572,0,0
573,0,0
574,1,1
575,1,2
576,0,0
577,2,2
578,0,2
579,2,1
580,2,2
581,0,0
582,1,2
583,2,1
584,1,0
585,2,2
586,2,2
587,1,2
588,0,0
589,2,1
590,2,2
591,1,2
592,2,1
593,0,0
594,2,1
595,2,2
596,0,1
597,1,2
598,1,0
599,0,0
600,2,1
601,0,0
602,0,2
603,0,1
604,0,2
605,0,0
606,0,0
607,0,0
608,1,1
609,0,0
610,2,1
611,1,2
612,2,2
613,0,0
614,0,2
615,1,2
616,2,2
617,2,0
618,0,0
619,1,1
620,0,0
621,0,0
622,0,0
623,1,2
624,0,0
625,0,0
626,2,2
627,0,0
628,1,1
629,2,1
630,1,1
631,2,2
632,0,2
633,0,1
634,1,1
635,0,0
636,2,2
637,0,1
638,2,2
639,1,2
640,0,2
641,1,2
642,1,1
643,2,2
644,1,1
645,1,2
646,1,1
647,0,2
648,2,2
649,0,0
650,0,0
651,1,0
652,0,1
653,0,0
654,0,0
655,0,0
656,1,2
657,2,2
658,0,0
659,0,0
660,0,0
661,0,0
662,0,0
663,0,1
664,0,0
665,2,0
666,1,1
667,2,2
668,1,1
669,2,2
670,1,1
671,1,1
672,1,1
673,0,1
674,0,0
675,2,2
676,1,1
677,2,1
678,0,1
679,1,1
680,0,2
681,2,2
682,1,1
683,0,0
684,0,0
685,1,2
686,1,2
687,0,0
688,1,2
689,2,1
690,0,1
691,2,2
692,0,0
693,0,1
694,1,0
695,0,0
696,0,0
697,0,0
698,1,0
699,2,2
700,1,1
701,0,2
702,0,0
703,2,2
704,1,1
705,1,1
706,1,2
707,0,0
708,1,2
709,2,0
710,1,1
711,0,1
712,1,1
713,2,2
714,2,2
715,1,1
716,2,2
717,0,0
718,0,0
719,1,1
720,0,2
721,0,0
722,1,1
723,2,1
724,1,1
725,0,0
726,0,0
727,0,0
728,1,1
729,1,1
730,0,0
731,0,0
732,1,1
733,0,0
734,0,1
735,1,1
736,1,2
737,1,1
738,2,2
739,2,2
740,1,1
741,0,0
742,2,1
743,0,0
744,1,1
745,0,1
746,1,1
747,0,0
748,2,2
749,2,2
750,1,1
751,2,2
752,1,1
753,0,0
754,1,1
755,1,2
756,2,1
757,0,2
758,1,1
759,1,1
760,1,2
761,1,2
762,0,2
763,1,1
764,1,1
765,0,0
766,1,0
767,0,2
768,0,0
769,1,1
770,2,2
771,2,2
772,1,1
773,1,1
774,1,1
775,2,2
776,0,0
777,1,2
778,1,1
779,1,1
780,2,2
781,2,2
782,1,2
783,0,2
784,0,0
785,0,0
786,0,0
787,0,0
788,2,2
789,1,1
790,2,1
791,1,1
792,1,1
793,0,0
794,0,0
795,2,2
796,1,1
797,1,1
798,1,1
799,0,0
800,1,2
801,2,2
802,0,0
803,1,1
804,0,0
805,0,1
806,0,0
807,2,2
808,2,2
809,0,0
810,2,1
811,2,2
812,0,0
813,2,2
814,0,1
815,1,2
816,1,1
817,1,1
818,1,1
819,2,2
820,1,1
821,0,0
822,1,1
823,2,2
824,0,0
825,1,2
826,0,0
827,2,1
828,0,0
829,1,1
830,0,0
831,0,0
832,0,0
833,0,2
834,1,1
835,0,2
836,2,1
837,2,2
838,1,1
839,0,0
840,2,2
841,0,0
842,1,2
843,2,2
844,0,2
845,0,0
846,2,2
847,2,1
848,1,0
849,2,1
850,2,2
851,0,0
852,0,2
853,0,1
854,0,1
855,1,1
856,0,1
857,0,0
858,1,2
859,2,0
860,0,0
861,1,1
862,0,0
863,2,2
864,2,2
865,0,0
866,0,0
867,0,0
868,1,1
869,1,2
870,2,2
871,0,0
872,1,1
873,0,1
874,1,2
875,1,1
876,0,0
877,1,2
878,0,0
879,1,2
880,1,2
881,0,0
882,2,2
883,0,0
884,0,0
885,1,2
886,0,0
887,1,1
888,0,0
889,1,1
890,0,0
891,0,0
892,0,0
893,0,0
894,0,0
895,0,0
896,2,2
897,1,1
898,0,0
899,1,1
900,2,2
901,0,0
902,0,0
903,1,1
904,0,0
905,2,1
906,0,1
907,1,1
908,0,0
909,1,1
910,0,0
911,0,0
912,0,1
913,1,1
914,0,2
915,1,2
916,2,2
917,1,0
918,1,2
919,1,0
920,0,0
921,1,1
922,1,1
923,1,2
924,0,0
925,1,2
926,0,0
927,2,2
928,1,2
929,0,2
930,1,0
931,2,1
932,2,2
933,1,1
934,1,1
935,1,2
936,2,2
937,1,2
938,0,0
939,1,0
940,1,1
941,0,1
942,1,2
943,0,1
944,0,1
945,0,0
946,2,2
947,2,2
948,0,0
949,2,2
950,2,2
951,1,1
952,1,1
953,0,0
954,0,1
955,0,0
956,2,1
957,0,0
958,1,1
959,0,0
960,1,1
961,2,1
962,1,2
963,2,2
964,0,0
965,2,1
966,2,2
967,1,1
968,2,2
969,0,0
970,0,2
971,0,0
972,0,0
973,0,0
974,1,1
975,0,2
976,1,1
977,2,2
978,1,1
979,1,2
980,1,2
981,1,2
982,0,0
983,0,1
984,0,0
985,2,1
986,0,0
987,0,1
988,1,1
989,0,2
990,2,1
991,1,1
992,2,2
993,1,2
994,2,2
995,2,1
996,2,2
997,1,1
998,0,0
999,0,0
1000,0,0
1001,2,2
1002,0,0
1003,2,2
1004,0,0
1005,1,1
1006,1,1
1007,1,2
1008,1,1
1009,1,1
1010,2,2
1011,1,2
1012,1,0
1013,0,2
1014,1,1
1015,0,0
1016,1,1
1017,1,2
1018,2,2
1019,0,1
1020,2,2
1021,2,1
1022,1,2
1023,0,1
1024,1,2
1025,1,2
1026,0,0
1027,1,1
1028,0,2
1029,1,1
1030,0,0
1031,1,1
1032,0,0
1033,0,2
1034,0,0
1035,0,0
1036,0,0
1037,0,0
1038,2,2
1039,1,2
1040,2,1
1041,0,0
1042,0,0
1043,0,2
1044,2,2
1045,1,0
1046,1,1
1047,2,1
1048,1,1
1049,2,0
1050,2,2
1051,1,2
1052,0,0
1053,1,0
1054,0,0
1055,2,2
1056,0,2
1057,0,0
1058,1,1
1059,0,0
1060,2,1
1061,2,2
1062,0,1
1063,0,2
1064,0,0
1065,1,2
1066,0,0
1067,1,1
1068,1,2
1069,0,1
1070,0,0
1071,2,2
1072,1,1
1073,0,0
1074,1,0
1075,0,0
1076,1,2
1077,0,2
1078,1,1
1079,2,2
1080,0,0
1081,1,2
1082,1,0
1083,2,1
1084,1,0
1085,2,2
1086,0,1
1087,1,0
1088,2,0
1089,2,2
1090,0,1
1091,0,2
1092,1,2
1093,2,1
1094,1,2
1095,0,2
1096,2,2
1097,1,2
1098,0,0
1099,0,0
1100,0,1
1101,1,1
1102,1,1
1103,0,0
1104,1,1
1105,2,2
1106,0,0
1107,0,0
1108,2,2
1109,0,0
1110,2,2
1111,1,2
1112,2,2
1113,0,0
1114,2,2
1115,0,0
1116,0,0
1117,0,0
1118,0,0
1119,0,0
1120,0,0
1121,1,1
1122,1,2
1123,0,0
1124,0,0
1125,1,1
1126,1,2
1127,2,2
1128,0,0
1129,0,0
1130,0,2
1131,0,0
1132,0,1
1133,1,1
1134,1,2
1135,0,0
1136,0,0
1137,1,1
1138,1,1
1139,2,2
1140,0,2
1141,0,2
1142,1,1
1143,0,0
1144,2,2
1145,1,2
1146,0,0
1147,1,1
1148,2,2
1149,1,1
1150,0,1
1151,2,2
1152,2,2
1153,0,0
1154,1,1
1155,2,2
1156,2,2
1157,2,1
1158,2,2
1159,0,1
1160,1,2
1161,0,0
1162,1,1
1163,2,2
1164,0,2
1165,1,2
1166,0,1
1167,2,2
1168,0,2
1169,2,1
1170,1,1
1171,0,0
1172,2,1
1173,1,1
1174,2,1
1175,0,0
1176,1,1
1177,2,1
1178,0,0
1179,1,1
1180,0,1
1181,0,0
1182,1,2
1183,2,2
1184,0,0
1185,0,0
1186,2,2
1187,0,0
1188,0,0
1189,2,2
1190,0,2
1191,2,2
1192,0,0
1193,0,0
1194,2,1
1195,0,1
1196,1,2
1197,1,0
1198,1,2
1199,0,0
1200,0,0
1201,1,1
1202,1,2
1203,0,0
1204,2,0
1205,2,1
1206,0,0
1207,0,0
1208,0,0
1209,0,0
1210,0,0
1211,0,2
1212,1,0
1213,0,1
1214,0,0
1215,2,2
1216,0,1
1217,1,2
1218,2,2
1219,1,1
1220,1,0
1221,2,1
1222,1,2
1223,2,2
1224,2,2
1225,1,2
1226,1,2
1227,0,0
1228,0,0
1229,0,0
1230,1,2
1231,2,2
1232,0,0
1233,0,2
1234,1,1
1235,1,1
1236,0,0
1237,2,2
1238,0,0
1239,0,0
1240,2,2
1241,1,1
1242,2,2
1243,1,2
1244,1,1
1245,0,0
1246,2,2
1247,1,1
1248,0,2
1249,0,0
1250,1,0
1251,1,1
1252,0,0
1253,0,0
1254,2,2
1255,0,0
1256,1,2
1257,1,1
1258,2,2
1259,1,1
1260,2,2
1261,0,0
1262,0,1
1263,1,1
1264,2,1
1265,2,2
1266,1,0
1267,0,0
1268,0,2
1269,1,1
1270,0,1
1271,0,0
1272,1,1
1273,2,2
1274,1,1
1275,2,2
1276,1,1
1277,1,2
1278,0,2
1279,1,2
1280,1,2
1281,2,2
1282,1,2
1283,2,2
1284,2,2
1285,0,2
1286,1,1
1287,1,2
1288,0,2
1289,0,0
1290,0,0
1291,1,0
1292,1,2
1293,0,0
1294,0,0
1295,0,0
1296,1,1
1297,0,1
1298,1,1
1299,0,0
1300,1,2
1301,0,1
1302,0,2
1303,0,0
1304,2,1
1305,1,2
1306,1,1
1307,2,2
1308,2,1
1309,0,0
1310,0,0
1311,0,0
1312,0,0
1313,1,1
1314,2,1
1315,0,0
1316,0,0
1317,2,1
1318,1,1
1319,1,1
1320,1,1
1321,1,2
1322,0,2
1323,1,2
1324,0,1
1325,0,2
1326,1,1
1327,0,0
1328,0,0
1329,0,0
1330,0,0
1331,2,1
1332,1,2
1333,0,0
1334,2,2
1335,1,1
1336,0,0
1337,1,2
1338,2,2
1339,1,2
1340,2,2
1341,0,0
1342,0,1
1343,2,1
1344,1,1
1345,0,0
1346,0,1
1347,0,0
1348,0,0
1349,0,0
1350,1,2
1351,2,1
1352,1,1
1353,2,2
1354,1,2
1355,2,2
1356,1,1
1357,1,1
1358,1,1
1359,0,0
1360,0,0
1361,2,2
1362,0,2
1363,0,2
1364,1,1
1365,0,1
1366,1,1
1367,0,0
1368,1,2
1369,0,0
1370,0,0
1371,0,1
1372,1,2
1373,2,2
1374,1,0
1375,0,2
1376,2,1
1377,0,1
1378,0,2
1379,2,2
1380,1,1
1381,1,1
1382,1,1
1383,0,1
1384,1,1
1385,0,0
1386,2,0
1387,0,0
1388,2,2
1389,2,2
1390,2,2
1391,0,2
1392,1,2
1393,2,2
1394,2,2
1395,2,1
1396,0,1
1397,1,1
1398,0,0
1399,0,0
1400,0,0
1401,1,1
1402,2,1
1403,2,1
1404,2,2
1405,1,2
1406,2,2
1407,0,0
1408,0,0
1409,2,0
1410,1,1
1411,2,0
1412,2,2
1413,0,0
1414,2,1
1415,0,1
1416,0,0
1417,1,1
1418,1,1
1419,0,0
1420,2,1
1421,2,2
1422,1,2
1423,2,2
1424,1,1
1425,2,1
1426,1,2
1427,0,0
1428,0,2
1429,0,2
1430,1,1
1431,2,1
1432,0,1
1433,0,1
1434,0,0
1435,2,2
1436,0,0
1437,0,0
1438,1,1
1439,1,1
1440,1,2
1441,0,1
1442,0,0
1443,2,1
1444,0,0
1445,1,1
1446,0,0
1447,0,1
1448,0,0
1449,1,1
1450,0,1
1451,2,1
1452,2,2
1453,0,2
1454,1,1
1455,0,0
1456,0,0
1457,2,2
1458,1,1
1459,0,0
1460,0,0
1461,2,2
1462,2,2
1463,0,0
1464,0,0
1465,1,1
1466,0,0
1467,0,0
1468,0,0
1469,2,1
1470,1,2
1471,0,0
1472,2,2
1473,0,0
1474,2,2
1475,0,0
1476,1,2
1477,1,1
1478,2,2
1479,1,1
1480,0,1
1481,1,1
1482,2,1
1483,1,2
1484,2,2
1485,2,2
1486,1,0
1487,0,0
1488,2,0
1489,1,1
1490,0,0
1491,1,2
1492,2,1
1493,1,1
1494,0,0
1495,1,1
1496,1,2
1497,0,0
1498,0,0
1499,2,0
1500,1,2
1501,0,0
1502,2,2
1503,0,2
1504,2,2
1505,2,2
1506,0,1
1507,2,2
1508,0,0
1509,1,2
1510,0,0
1511,0,0
1512,2,2
1513,1,1
1514,1,1
1515,0,2
1516,0,2
1517,1,1
1518,1,1
1519,2,2
1520,0,0
1521,0,0
1522,1,0
1523,2,2
1524,2,2
1525,0,0
1526,2,2
1527,0,1
1528,1,1
1529,0,0
1530,1,0
1531,1,2
1532,1,2
1533,0,0
1534,0,0
1535,0,1
1536,1,2
1537,2,2
1538,2,0
1539,2,2
1540,0,2
1541,0,2
1542,2,1
1543,1,1
1544,0,0
1545,2,2
1546,1,2
1547,2,2
1548,1,1
1549,1,1
1550,1,1
1551,0,2
1552,2,1
1553,2,1
1554,1,1
1555,2,2
1556,0,0
1557,1,2
1558,0,0
1559,1,1
1560,0,0
1561,0,0
1562,1,2
1563,1,0
1564,0,2
1565,2,2
1566,0,0
1567,2,2
1568,0,0
1569,2,2
1570,0,0
1571,0,0
1572,2,2
1573,1,1
1574,2,2
1575,0,2
1576,0,1
1577,0,2
1578,2,2
1579,1,1
1580,2,2
1581,2,2
1582,1,1
1583,1,0
1584,1,2
1585,0,0
1586,1,2
1587,2,2
1588,2,2
1589,0,1
1590,2,2
1591,2,2
1592,2,1
1593,0,0
1594,1,1
1595,1,1
1596,2,2
1597,2,2
1598,2,2
1599,1,1
1600,2,2
1601,1,0
1602,2,2
1603,0,0
1604,0,0
1605,1,1
1606,0,0
1607,0,0
1608,2,1
1609,2,1
1610,2,1
1611,2,2
1612,1,1
1613,2,2
1614,1,1
1615,0,0
1616,2,2
1617,2,2
1618,2,2
1619,0,0
1620,1,2
1621,1,2
1622,0,0
1623,2,2
1624,2,2
1625,1,1
1626,0,0
1627,1,2
1628,2,2
1629,2,1
1630,0,0
1631,0,0
1632,0,2
1633,0,0
1634,0,2
1635,0,2
1636,0,0
1637,1,1
1638,0,0
1639,0,0
1640,2,2
1641,0,0
1642,2,2
1643,0,0
1644,0,0
1645,1,1
1646,2,2
1647,2,2
1648,1,2
1649,1,1
1650,0,0
1651,2,1
1652,0,1
1653,0,2
1654,2,2
1655,1,1
1656,1,1
1657,2,2
1658,1,2
1659,2,1
1660,2,1
1661,1,1
1662,0,0
1663,2,1
1664,1,2
1665,1,1
1666,1,1
1667,0,0
1668,1,1
1669,0,0
1670,1,1
1671,2,2
1672,0,0
1673,0,1
1674,1,2
1675,1,2
1676,0,0
1677,1,1
1678,1,2
1679,2,2
1680,1,1
1681,0,2
1682,0,2
1683,0,0
1684,1,1
1685,0,0
1686,0,2
1687,2,2
1688,0,0
1689,0,0
1690,1,2
1691,1,0
1692,1,2
1693,1,1
1694,2,0
1695,2,1
1696,1,1
1697,1,1
1698,0,0
1699,1,1
1700,1,2
1701,2,2
1702,0,0
1703,1,2
1704,1,2
1705,0,1
1706,0,0
1707,2,2
1708,0,0
1709,2,1
1710,0,0
1711,1,2
1712,0,1
1713,1,1
1714,0,0
1715,1,1
1716,2,1
1717,0,0
1718,2,1
1719,1,1
1720,2,1
1721,0,2
1722,0,0
1723,1,1
1724,1,2
1725,0,2
1726,0,2
1727,1,1
1728,0,0
1729,0,0
1730,0,0
1731,0,0
1732,0,2
1733,1,2
1734,2,2
1735,2,1
1736,1,2
1737,1,2
1738,0,0
1739,1,1
1740,2,2
1741,0,1
1742,1,2
1743,0,0
1744,0,0
1745,0,0
1746,1,1
1747,1,1
1748,1,1
1749,2,2
1750,1,1
1751,1,1
1752,0,0
1753,2,2
1754,2,2
1755,1,2
1756,0,0
1757,1,2
1758,0,0
1759,0,1
1760,0,0
1761,1,2
1762,0,2
1763,0,0
1764,2,2
1765,0,0
1766,2,2
1767,0,0
1768,1,2
1769,2,2
1770,1,1
1771,2,2
1772,2,1
1773,0,1
1774,0,0
1775,1,1
1776,0,0
1777,0,0
1778,1,1
1779,1,1
1780,1,1
1781,0,2
1782,1,1
1783,0,0
1784,1,1
1785,1,1
1786,0,0
1787,1,2
1788,2,2
1789,0,0
1790,0,0
1791,1,1
1792,0,0
1793,0,1
1794,1,1
1795,0,0
1796,2,2
1797,0,1
1798,0,0
1799,2,2
1800,0,0
1801,0,2
1802,1,1
1803,2,2
1804,0,0
1805,0,1
1806,2,1
1807,0,0
1808,0,0
1809,2,1
1810,0,0
1811,0,2
1812,1,2
1813,0,0
1814,0,2
1815,2,2
1816,0,0
1817,1,0
1818,1,1
1819,0,0
1820,0,0
1821,2,1
1822,1,1
1823,1,1
1824,0,0
1825,0,0
1826,1,1
1827,2,2
1828,0,1
1829,0,0
1830,0,0
1831,0,2
1832,1,0
1833,2,2
1834,1,1
1835,2,2
1836,1,1
1837,2,2
1838,2,2
1839,1,1
1840,0,0
1841,1,2
1842,0,1
1843,0,2
1844,0,0
1845,2,2
1846,0,2
1847,1,1
1848,0,2
1849,0,0
1850,2,1
1851,0,2
1852,1,1
1853,2,2
1854,2,2
1855,0,0
1856,0,0
1857,0,2
1858,0,2
1859,1,1
1860,0,0
1861,2,1
1862,0,0
1863,1,1
1864,0,2
1865,1,2
1866,0,1
1867,0,0
1868,2,1
1869,2,2
1870,0,0
1871,2,1
1872,0,0
1873,0,0
1874,0,0
1875,0,0
1876,1,1
1877,2,1
1878,1,0
1879,0,0
1880,0,2
1881,1,1
1882,2,1
1883,1,1
1884,1,1
1885,2,0
1886,1,0
1887,2,1
1888,2,2
1889,0,0
1890,2,2
1891,0,0
1892,1,1
1893,1,2
1894,0,0
1895,0,0
1896,0,0
1897,2,0
1898,2,1
1899,1,0
1900,0,0
1901,2,1
1902,2,1
1903,0,0
1904,2,2
1905,0,0
1906,2,2
1907,0,0
1908,1,1
1909,0,1
1910,0,0
1911,0,2
1912,0,0
1913,1,2
1914,0,0
1915,2,2
1916,0,1
1917,1,1
1918,0,1
1919,0,1
1920,2,2
1921,1,1
1922,2,2
1923,0,0
1924,2,2
1925,2,2
1926,2,2
1927,1,2
1928,0,0
1929,1,2
1930,2,1
1931,2,2
1932,1,1
1933,1,1
1934,0,0
1935,0,0
1936,2,2
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,1
1942,1,1
1943,1,1
1944,2,2
1945,0,0
1946,1,1
1947,0,1
1948,0,0
1949,1,1
1950,2,1
1951,2,2
1952,0,0
1953,1,1
1954,2,1
1955,0,0
1956,0,0
1957,1,2
1958,0,0
1959,0,0
1960,1,1
1961,2,1
1962,0,0
1963,0,0
1964,1,1
1965,0,1
1966,0,0
1967,0,0
1968,0,1
1969,2,1
1970,1,1
1971,0,0
1972,1,1
1973,1,1
1974,1,2
1975,1,2
1976,2,1
1977,2,2
1978,1,1
1979,0,1
1980,1,2
1981,0,2
1982,0,0
1983,2,1
1984,1,2
1985,1,2
1986,0,0
1987,0,0
1988,1,1
1989,0,2
1990,0,0
1991,0,0
1992,0,0
1993,0,1
1994,0,0
1995,2,2
1996,0,2
1997,0,1
1998,1,1
1999,0,0
2000,0,2
2001,2,1
2002,1,1
2003,0,0
2004,0,0
2005,1,1
2006,2,2
2007,0,0
2008,0,0
2009,2,2
2010,2,2
2011,1,1
2012,0,0
2013,2,1
2014,0,0
2015,0,0
2016,1,2
2017,1,1
2018,2,2
2019,2,1
2020,2,2
2021,1,2
2022,2,2
2023,1,2
2024,1,2
2025,0,0
2026,1,2
2027,0,0
2028,1,2
2029,0,0
2030,0,0
2031,0,2
2032,0,0
2033,1,2
2034,0,1
2035,2,2
2036,0,0
2037,1,1
2038,2,2
2039,1,2
2040,2,2
2041,0,2
2042,2,2
2043,1,2
2044,2,1
2045,1,1
2046,0,1
2047,0,0
2048,2,2
2049,1,2
2050,0,0
2051,1,2
2052,0,0
2053,0,1
2054,0,0
2055,2,1
2056,1,1
2057,1,1
2058,1,1
2059,1,0
2060,0,2
2061,0,0
2062,2,1
2063,0,0
2064,2,2
2065,0,0
2066,0,0
2067,2,2
2068,0,0
2069,0,1
2070,0,2
2071,2,1
2072,0,0
2073,1,1
2074,2,2
2075,0,1
2076,2,1
2077,1,1
2078,1,1
2079,0,1
2080,0,0
2081,2,2
2082,2,0
2083,1,1
2084,1,2
2085,2,2
2086,2,2
2087,0,1
2088,1,1
2089,1,1
2090,0,0
2091,1,1
2092,0,0
2093,2,2
2094,1,2
2095,0,1
2096,0,0
2097,1,1
2098,2,1
2099,0,1
2100,1,2
2101,2,0
2102,0,0
2103,0,0
2104,1,2
2105,0,0
2106,0,0
2107,0,1
2108,2,2
2109,0,2
2110,1,1
2111,0,1
2112,1,0
2113,1,1
2114,0,0
2115,1,2
2116,0,1
2117,1,1
2118,0,0
2119,2,1
2120,0,0
2121,2,2
2122,2,2
2123,0,0
2124,1,1
2125,1,1
2126,0,0
2127,0,2
2128,0,2
2129,0,2
2130,1,1
2131,2,2
2132,1,2
2133,1,2
2134,0,1
2135,0,0
2136,1,1
2137,2,0
2138,1,2
2139,0,2
2140,1,0
